SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Tue Jun 16 16:47:57 CEST 2015
User: root
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2G14742
Integration Time (usec): 5000 (USB2G14742)
Spectra Averaged: 5 (USB2G14742)
Boxcar Smoothing: 0 (USB2G14742)
Correct for Electrical Dark: Yes (USB2G14742)
Strobe/Lamp Enabled: No (USB2G14742)
Correct for Detector Non-linearity: Yes (USB2G14742)
Correct for Stray Light: No (USB2G14742)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
339.47	-6.89
339.86	-6.89
340.24	-5.80
340.63	-4.48
341.01	-3.60
341.39	-0.98
341.78	-1.41
342.16	-0.32
342.55	0.99
342.93	0.99
343.32	1.43
343.70	2.53
344.09	3.84
344.47	2.75
344.85	3.18
345.24	1.87
345.62	0.56
346.01	0.99
346.39	0.99
346.77	0.99
347.16	0.56
347.54	0.12
347.93	0.78
348.31	0.99
348.69	0.99
349.08	3.40
349.46	4.93
349.84	2.75
350.23	4.71
350.61	3.40
350.99	3.84
351.38	5.15
351.76	4.71
352.14	6.03
352.53	6.46
352.91	6.90
353.29	5.81
353.68	5.59
354.06	6.68
354.44	6.46
354.83	7.34
355.21	6.25
355.59	6.25
355.97	8.65
356.36	9.09
356.74	8.00
357.12	7.78
357.51	7.56
357.89	8.00
358.27	8.43
358.65	9.09
359.04	8.87
359.42	10.84
359.80	11.06
360.18	9.96
360.57	11.27
360.95	10.84
361.33	10.62
361.71	11.49
362.10	12.37
362.48	10.84
362.86	14.33
363.24	13.46
363.62	15.21
364.01	15.42
364.39	15.86
364.77	14.11
365.15	14.55
365.53	15.64
365.91	17.61
366.30	21.76
366.68	20.45
367.06	21.32
367.44	21.10
367.82	20.88
368.20	21.32
368.59	21.76
368.97	21.10
369.35	22.19
369.73	21.76
370.11	25.24
370.49	24.81
370.87	24.15
371.25	23.72
371.64	27.64
372.02	28.30
372.40	27.86
372.78	27.43
373.16	28.73
373.54	26.34
373.92	27.21
374.30	26.99
374.68	29.39
375.06	30.69
375.44	32.00
375.82	33.53
376.21	37.88
376.59	38.75
376.97	38.75
377.35	40.93
377.73	43.97
378.11	45.49
378.49	48.32
378.87	47.67
379.25	44.41
379.63	45.93
380.01	46.36
380.39	48.10
380.77	51.36
381.15	50.27
381.53	48.10
381.91	45.28
382.29	43.75
382.67	39.62
383.05	41.80
383.43	39.84
383.81	43.97
384.19	47.01
384.57	55.05
384.95	59.39
385.33	60.48
385.71	63.08
386.08	62.64
386.46	66.55
386.84	65.25
387.22	69.58
387.60	66.98
387.98	70.01
388.36	71.53
388.74	75.64
389.12	82.56
389.50	85.81
389.88	90.34
390.26	90.78
390.63	95.96
391.01	103.08
391.39	102.86
391.77	103.72
392.15	94.01
392.53	86.67
392.91	72.40
393.29	68.06
393.66	71.53
394.04	77.16
394.42	91.86
394.80	106.74
395.18	110.19
395.56	111.48
395.93	107.82
396.31	96.82
396.69	91.42
397.07	93.15
397.45	106.52
397.83	128.90
398.20	138.56
398.58	158.28
398.96	168.33
399.34	174.95
399.72	180.08
400.09	186.05
400.47	190.10
400.85	197.56
401.23	197.99
401.60	208.42
401.98	212.24
402.36	212.67
402.74	218.41
403.11	215.43
403.49	217.13
403.87	210.54
404.25	221.38
404.62	218.83
405.00	217.77
405.38	223.93
405.75	224.14
406.13	224.57
406.51	225.20
406.89	228.17
407.26	233.48
407.64	234.96
408.02	254.02
408.39	251.48
408.77	267.76
409.15	269.88
409.52	257.83
409.90	255.93
410.28	253.39
410.65	259.10
411.03	277.47
411.41	294.76
411.78	292.86
412.16	297.50
412.54	306.33
412.91	298.34
413.29	308.23
413.66	315.79
414.04	308.86
414.42	310.33
414.79	318.95
415.17	323.36
415.54	325.03
415.92	323.78
416.30	327.76
416.67	336.36
417.05	329.65
417.42	315.16
417.80	326.29
418.18	329.65
418.55	325.24
418.93	323.36
419.30	342.65
419.68	331.54
420.05	348.93
420.43	340.13
420.80	370.68
421.18	383.21
421.55	368.38
421.93	364.41
422.30	371.93
422.68	354.79
423.06	369.01
423.43	366.08
423.81	369.22
424.18	388.00
424.56	386.75
424.93	389.25
425.30	390.50
425.68	387.79
426.05	406.54
426.43	397.17
426.80	389.25
427.18	398.21
427.55	389.88
427.93	403.42
428.30	406.75
428.68	390.30
429.05	387.17
429.43	383.21
429.80	371.52
430.17	356.47
430.55	342.02
430.92	340.97
431.30	394.88
431.67	432.73
432.04	433.56
432.42	450.98
432.79	480.98
433.17	487.17
433.54	473.12
433.91	460.71
434.29	464.64
434.66	491.92
435.03	502.64
435.41	519.33
435.78	524.06
436.16	555.49
436.53	542.97
436.90	561.64
437.28	537.22
437.65	529.41
438.02	526.12
438.40	507.59
438.77	541.12
439.14	546.46
439.52	554.88
439.89	553.03
440.26	563.49
440.63	589.29
441.01	590.51
441.38	612.98
441.75	624.40
442.13	630.11
442.50	626.64
442.87	618.49
443.24	618.49
443.62	644.77
443.99	659.21
444.36	660.43
444.73	637.85
