SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Tue Jun 16 16:37:29 CEST 2015
User: root
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2G14742
Integration Time (usec): 5000 (USB2G14742)
Spectra Averaged: 5 (USB2G14742)
Boxcar Smoothing: 0 (USB2G14742)
Correct for Electrical Dark: Yes (USB2G14742)
Strobe/Lamp Enabled: No (USB2G14742)
Correct for Detector Non-linearity: Yes (USB2G14742)
Correct for Stray Light: No (USB2G14742)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
339.47	-6.66
339.86	-6.66
340.24	-6.22
340.63	-5.56
341.01	-3.81
341.39	-3.37
341.78	-1.40
342.16	-0.74
342.55	0.79
342.93	1.01
343.32	0.79
343.70	3.64
344.09	1.67
344.47	1.45
344.85	0.57
345.24	1.23
345.62	2.11
346.01	1.01
346.39	0.79
346.77	1.01
347.16	0.79
347.54	0.35
347.93	-0.08
348.31	-0.08
348.69	0.35
349.08	3.86
349.46	3.86
349.84	4.95
350.23	6.26
350.61	4.95
350.99	5.39
351.38	5.61
351.76	6.48
352.14	6.70
352.53	6.48
352.91	7.57
353.29	6.70
353.68	6.04
354.06	8.01
354.44	9.10
354.83	8.67
355.21	5.61
355.59	7.14
355.97	9.10
356.36	7.79
356.74	8.89
357.12	8.23
357.51	8.89
357.89	8.01
358.27	7.14
358.65	8.45
359.04	9.32
359.42	11.07
359.80	12.38
360.18	11.95
360.57	13.48
360.95	12.60
361.33	12.60
361.71	11.73
362.10	13.91
362.48	13.04
362.86	13.91
363.24	14.79
363.62	16.31
364.01	16.31
364.39	18.06
364.77	17.19
365.15	18.28
365.53	18.50
365.91	21.55
366.30	21.34
366.68	21.12
367.06	21.99
367.44	23.52
367.82	22.21
368.20	22.64
368.59	22.86
368.97	25.26
369.35	26.35
369.73	26.35
370.11	28.31
370.49	28.31
370.87	29.62
371.25	29.19
371.64	30.93
372.02	29.62
372.40	30.93
372.78	29.84
373.16	29.19
373.54	30.93
373.92	28.97
374.30	29.19
374.68	31.36
375.06	34.63
375.44	38.77
375.82	40.73
376.21	39.64
376.59	44.20
376.97	43.34
377.35	45.94
377.73	51.59
378.11	52.90
378.49	54.85
378.87	53.11
379.25	55.72
379.63	50.51
380.01	53.98
380.39	54.42
380.77	58.32
381.15	59.41
381.53	57.24
381.91	51.16
382.29	51.59
382.67	49.42
383.05	47.47
383.43	46.60
383.81	49.64
384.19	58.11
384.57	64.40
384.95	70.03
385.33	69.16
385.71	71.76
386.08	70.46
386.46	76.52
386.84	77.39
387.22	75.88
387.60	81.07
387.98	79.34
388.36	79.77
388.74	84.53
389.12	93.17
389.50	100.29
389.88	105.46
390.26	111.50
390.63	114.08
391.01	115.80
391.39	118.60
391.77	115.59
392.15	109.77
392.53	96.41
392.91	81.72
393.29	76.74
393.66	80.85
394.04	92.74
394.42	103.74
394.80	116.23
395.18	127.84
395.56	129.35
395.93	125.48
396.31	109.99
396.69	104.17
397.07	105.89
397.45	120.53
397.83	148.23
398.20	162.57
398.58	179.03
398.96	194.60
399.34	202.05
399.72	207.79
400.09	213.11
400.47	214.39
400.85	227.13
401.23	226.49
401.60	232.65
401.98	243.03
402.36	241.97
402.74	249.60
403.11	244.73
403.49	247.48
403.87	243.45
404.25	252.35
404.62	250.23
405.00	251.92
405.38	262.71
405.75	259.54
406.13	258.69
406.51	257.42
406.89	261.44
407.26	263.77
407.64	274.33
408.02	289.30
408.39	282.55
408.77	304.46
409.15	308.03
409.52	295.20
409.90	291.20
410.28	294.35
410.65	301.30
411.03	314.97
411.41	333.86
411.78	335.75
412.16	338.68
412.54	347.69
412.91	342.87
413.29	350.41
413.66	357.53
414.04	355.23
414.42	349.58
414.79	359.62
415.17	363.80
415.54	368.61
415.92	366.31
416.30	370.91
416.67	381.76
417.05	376.96
417.42	355.02
417.80	367.56
418.18	378.00
418.55	377.38
418.93	364.01
419.30	390.10
419.68	379.67
420.05	400.73
420.43	384.47
420.80	421.74
421.18	429.01
421.55	412.38
421.93	413.21
422.30	416.13
422.68	410.30
423.06	410.93
423.43	422.36
423.81	423.61
424.18	442.50
424.56	438.55
424.93	434.82
425.30	438.14
425.68	445.40
426.05	459.69
426.43	454.72
426.80	444.57
427.18	451.20
427.55	437.31
427.93	450.58
428.30	463.42
428.68	438.14
429.05	433.78
429.43	433.57
429.80	412.38
430.17	397.60
430.55	385.10
430.92	393.02
431.30	448.09
431.67	488.84
432.04	496.27
432.42	507.19
432.79	536.62
433.17	546.07
433.54	529.63
433.91	524.90
434.29	529.43
434.66	554.28
435.03	560.84
435.41	577.84
435.78	587.26
436.16	623.60
436.53	608.30
436.90	625.23
437.28	605.24
437.65	595.23
438.02	589.71
438.40	567.60
438.77	599.73
439.14	618.10
439.52	624.01
439.89	628.49
440.26	633.99
440.63	661.86
441.01	669.99
441.38	686.22
441.75	701.21
442.13	704.45
442.50	698.38
442.87	695.74
443.24	703.64
443.62	709.31
443.99	726.70
444.36	744.26
444.73	706.27
445.11	719.83
445.48	697.97
445.85	704.05
446.22	723.46
