SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Tue Jun 16 16:53:31 CEST 2015
User: root
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2G14742
Integration Time (usec): 3000 (USB2G14742)
Spectra Averaged: 5 (USB2G14742)
Boxcar Smoothing: 0 (USB2G14742)
Correct for Electrical Dark: Yes (USB2G14742)
Strobe/Lamp Enabled: No (USB2G14742)
Correct for Detector Non-linearity: Yes (USB2G14742)
Correct for Stray Light: No (USB2G14742)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
339.47	-7.00
339.86	-7.00
340.24	-4.37
340.63	-4.59
341.01	-5.68
341.39	-3.49
341.78	-3.27
342.16	-0.43
342.55	1.11
342.93	0.67
343.32	0.67
343.70	1.98
344.09	0.89
344.47	0.45
344.85	1.98
345.24	0.67
345.62	1.76
346.01	2.42
346.39	1.76
346.77	1.11
347.16	1.98
347.54	1.98
347.93	0.67
348.31	0.67
348.69	1.76
349.08	2.86
349.46	3.08
349.84	4.39
350.23	3.73
350.61	3.95
350.99	3.95
351.38	4.17
351.76	5.48
352.14	5.04
352.53	3.95
352.91	5.48
353.29	6.79
353.68	6.79
354.06	6.36
354.44	7.45
354.83	8.76
355.21	7.23
355.59	6.79
355.97	5.70
356.36	6.14
356.74	7.01
357.12	7.23
357.51	6.14
357.89	7.01
358.27	6.79
358.65	7.45
359.04	8.98
359.42	8.98
359.80	8.11
360.18	9.42
360.57	8.76
360.95	9.20
361.33	8.11
361.71	9.86
362.10	11.17
362.48	10.95
362.86	10.95
363.24	11.39
363.62	10.73
364.01	10.29
364.39	11.60
364.77	11.60
365.15	13.57
365.53	12.48
365.91	15.32
366.30	16.41
366.68	17.06
367.06	16.63
367.44	15.75
367.82	17.06
368.20	16.19
368.59	17.72
368.97	16.41
369.35	15.54
369.73	18.59
370.11	20.34
370.49	19.47
370.87	21.43
371.25	20.99
371.64	20.56
372.02	20.34
372.40	21.43
372.78	22.30
373.16	19.68
373.54	18.81
373.92	19.47
374.30	21.43
374.68	23.61
375.06	21.87
375.44	24.48
375.82	24.48
376.21	25.14
376.59	31.02
376.97	31.46
377.35	31.02
377.73	33.42
378.11	35.81
378.49	34.29
378.87	34.94
379.25	33.20
379.63	36.25
380.01	36.47
380.39	39.51
380.77	41.25
381.15	40.17
381.53	37.99
381.91	36.03
382.29	34.07
382.67	30.81
383.05	30.15
383.43	33.64
383.81	35.38
384.19	35.81
384.57	41.69
384.95	40.17
385.33	42.99
385.71	47.34
386.08	46.26
386.46	47.56
386.84	49.52
387.22	50.17
387.60	51.90
387.98	53.21
388.36	49.08
388.74	59.07
389.12	61.89
389.50	61.89
389.88	67.31
390.26	67.09
390.63	71.42
391.01	74.67
391.39	78.57
391.77	74.02
392.15	70.56
392.53	61.89
392.91	54.51
393.29	50.60
393.66	52.12
394.04	59.07
394.42	66.22
394.80	77.92
395.18	80.08
395.56	82.89
395.93	79.21
396.31	70.34
396.69	64.49
397.07	69.26
397.45	75.10
397.83	90.67
398.20	101.89
398.58	115.68
398.96	121.27
399.34	125.36
399.72	132.02
400.09	134.38
400.47	138.03
400.85	142.10
401.23	145.75
401.60	151.54
401.98	151.32
402.36	154.11
402.74	154.53
403.11	152.39
403.49	153.68
403.87	152.39
404.25	159.67
404.62	158.17
405.00	160.74
405.38	159.89
405.75	162.45
406.13	167.80
406.51	160.96
406.89	165.45
407.26	167.37
407.64	172.71
408.02	181.68
408.39	181.04
408.77	191.07
409.15	197.03
409.52	189.36
409.90	182.11
410.28	183.82
410.65	190.64
411.03	199.59
411.41	207.89
411.78	211.08
412.16	214.27
412.54	219.58
412.91	214.27
413.29	220.43
413.66	223.61
414.04	220.64
414.42	222.98
414.79	224.46
415.17	230.19
415.54	231.68
415.92	227.22
416.30	236.77
416.67	238.25
417.05	235.92
417.42	227.22
417.80	235.28
418.18	240.79
418.55	236.77
418.93	232.74
419.30	247.15
419.68	246.72
420.05	250.53
420.43	240.58
420.80	267.03
421.18	272.52
421.55	266.60
421.93	262.17
422.30	264.91
422.68	261.32
423.06	266.18
423.43	261.95
423.81	267.45
424.18	277.58
424.56	280.75
424.93	276.11
425.30	280.32
425.68	282.64
426.05	289.39
426.43	285.81
426.80	279.06
427.18	291.08
427.55	276.74
427.93	287.49
428.30	293.60
428.68	279.69
429.05	270.19
429.43	271.25
429.80	260.48
430.17	247.57
430.55	245.03
430.92	243.97
431.30	282.86
431.67	311.07
432.04	311.91
432.42	323.67
432.79	340.24
433.17	342.55
433.54	336.47
433.91	327.24
434.29	330.18
434.66	349.88
435.03	353.64
435.41	369.12
435.78	367.65
436.16	392.69
436.53	384.56
436.90	396.24
437.28	383.52
437.65	377.05
438.02	377.26
438.40	356.78
438.77	385.81
439.14	388.32
439.52	391.03
439.89	392.69
440.26	397.90
440.63	415.38
441.01	422.66
441.38	427.85
441.75	441.13
442.13	444.24
442.50	442.17
442.87	436.36
443.24	435.53
443.62	449.84
443.99	455.43
